segmentid,index,한국어,스페인어,Note
M-TE-WT-01-0089,89,"제1조.
1. 이 법에 규정된 보호조치는 증인 또는 감정인으로서 형사소송에 개입하는 자에게 적용된다.

2. 이 법의 조항이 적용되기 위해서는 사법 당국이 증인 및 감정인을 선임하려는 자와 그의 배우자 혹은 친족 관계로 연결된 직계 가족 미 형제자매의 신체, 자유 또는 재산에 대한 심각한 위험을 합리적으로 평가할 필요가 있다.","Artículo 1.
1. Las medidas de protección previstas en esta Ley son aplicables a quienes en calidad de testigos o peritos intervengan en procesos penales.

2. Para que sean de aplicación las disposiciones de la presente Ley será necesario que la autoridad judicial aprecie racionalmente un peligro grave para la persona, libertad o bienes de quien pretenda ampararse en ella, su cónyuge o persona a quien se halle ligado por análoga relación de afectividad o sus ascendientes, descendientes o hermanos.",
M-TE-WT-01-0090,90,"제10조-[구분]
본 회 회원은 정회원, 준회원 및 명예회원으로구분한다.

제11조[ 자격]
1. 정회원의 자격: 한국혈통을 가진 만18세 이상의 성인으로 본 지역에만 1년이상 거주하며, 대한민국 국적을 소유하거나 소지했던자, 또는 그의 자손으로
1-1 스페인 영주권 또는 스페인 국적을 취득한 자
1-2 스페인 거주권에 준하는 증명서를 취득한자
1-3 본회 또는 대사관에 신고일로부터 만 1년 이상 거주한 재외 공관 등록증을 소지한자
1-4 대한민국 여권 소지자로 본 지역에 만 1년 이상 거주한 스페인 국가 거주 증명서(Certificado de Empadronamiento)를 소지한 자

2. 준회원의 자격: 
본 지역에 거주하는 자로
2-1 정회원과 결혼한 외국인
2-2 대한민국 국적 소지자로 스페인국의 거주권을 취득하지 못하고 본 회 또는 대사관에 신고일로부터 만 1년을 경과하지 못한 자

3. 명예 회원의 자격: 본 회에 지대한 공헌을 했거나 또는 할수있다고 인정되는자","Artículos 10. –[Composición]
Los miembros de la Asociación se dividen en miembros regulares, miembros asociados y  miembros honorarios.

Artículos 11. –[ Cualificaciones]
1.Miembro regular:un  adulto  mayor  de  18  años  de  ascendencia  coreana  que  haya  vivido al menos 1  año  en  esta regióny  la  persona  posea  o poseíala  nacionalidad  coreana,  o  sus descendientes;
1-1Persona que haya adquirido la residencia permanente española o la nacionalidad española.
1-2Quienes hayan obtenido un certificado equivalente a la residencia española.
1-3Aquellos que tengan  el  informe  de  registro  en  la  Asociación  o  la  Embajada  Coreana justificandoque han vivido en España durante al menos un año a partir de su registro.
1-4Aquellos que tengan un pasaporte coreano y un certificado de empadronamiento españolque hayan vivido en la región durante más de un año.

2.Miembro asociado:una persona que reside en estaregión;
2-1 Extranjeros casados con miembros regulares.
2-2 Una persona con nacionalidad coreana que no adquiera el permisode residencia en España y  no  haya  pasado  1  año  desde  la  fecha  de registrode  informes  a  la  Asociación  o  Embajadacoreana.

3.Miembro Honorario: una persona que ha hecho o se reconoce que ha hecho una contribución significativa a la Asociación.
",
M-TE-WT-01-0091,91,"발렌시아 주 정부 관계자가 확인한 바에 따르면, 오늘 아침 과학 수사대가 발렌시아의 Campanar 지역의 화재로 전소된 주택 단지 내에서 새로운 시신을 발견다. 추가적인 수색 작업 이후 공식적인 사망자 수는 10명으로 늘어났다. 사망자 중 네 명은 아버지, 어머니, 3세 아이, 그리고 갓 태어난 아이로 같은 가족으로 드러났다. 지역 정부 관계자인 Pilar Bernabé는 경찰이 건물에서 발견한 시신 수와 실종자 수가 일치한다고 확인했지만, 모든 수색 작업이 마무리될 때까지 이러한 수치는 ""임시적""이라고 언급했다. 발렌시아 시장 María José Catalá는 시청에서 침묵의 묵념을 한 후 희생자들에게 기관의 애도의 뜻을 표했다. ""이 도시가 지금 이 순간 느끼는 고통을 설명할 말이 없습니다,""라고 Catalá는 말했으며, 화재 이재민들의 불안을 줄이고 희생자 가족들을 지원하겠다고 약속했다. 구조대는 15명의 부상자를 치료했는데 그 중에는 7명의 소방관이 포함되어 있습니다. 현재 부상자 중 단 2명만이 병원에 입원해 있으며, 생명에는 지장이 없다. ","La policía científica ha localizado esta mañana un nuevo cadáver dentro del complejo de viviendas incendiado en el barrio de Campanar, en Valencia, según ha confirmado la Delegación del Gobierno de la Comunidad Valenciana. Tras las tareas de inspección, el número de muertos asciende a 10. Cuatro de las víctimas eran miembros de una misma familia: el padre, la madre, un niño de tres años y una recién nacida. La delegada del Gobierno en la región, Pilar Bernabé, ha confirmado que el número de desaparecidos corresponde con la cifra de cadáveres que la policía ha encontrado en el edificio, pero ha señalado que los datos “son provisionales hasta que se den por concluidas todas las labores de inspección”. La alcaldesa de Valencia, María José Catalá, ha trasladado el pésame de las instituciones a las víctimas tras el minuto de silencio que se ha guardado en el Ayuntamiento. “No hay palabras para describir el dolor que siente esta ciudad en este momento”, ha afirmado Catalá, que se ha comprometido a reducir la incertidumbre de las personas realojadas y a acompañar a los familiares de las víctimas. Los servicios de emergencia atendieron a 15 personas heridas —entre ellas siete bomberos—. Solo dos permanecen hospitalizados, sin que sus vidas corran peligro.",
M-TE-WT-01-0092,92,"프란치스코 교황이 우크라이나에 ""백기의 용기를 선택하라""고 발언한 것은 우크라이나에 강한 반발을 샀다. 한 달 전 스위스 RSI에 의해 녹화된 인터뷰에서 프란치스코 교황은 ""패배했다고 느낄 때, 일이 잘 풀리지 않을 때, 협상을 할 용기가 있어야 한다""고 말했다. 이 인터뷰는 이번 토요일에 방송되었는데 이 교황의 말이 공개된 이후, 우크라이나의 정부 관계자와 시민들로부터 가해자인 러시아에 공격을 멈추라고 촉구하는 대신 ""피해자에게 '항복'하라고 요구하는 것은 '부도덕'""이라는 반응이 이어졌다. ""우리의 국기는 노란색과 파란색입니다. 우리가 살고, 죽고, 승리하는 깃발입니다. 우리는 결코 다른 깃발을 들지 않을 것입니다.""라고 우크라이나 외교부 장관 드미트로 쿨레바가 일요일에 자신의 소셜 미디어에 밝혔다.

쿨레바만이 유일한 사람은 아니었다. 몇몇 사람들은 우크라이나가 자신을 잘 지키고 있으며 러시아는 완전한 항복 외에 다른 선택권을 제공하지 않는다고 강조했다. ""항복은 러시아의 점령을 의미하며, 이는 전쟁의 또 다른 형태일 뿐입니다.""라고 2022년 노벨 평화상을 수상한 시민 자유 센터장인 올렉산드라 마트비이추크가 말했다. 마트비이추크는 러시아의 우크라이나 전쟁 범죄를 문서화했는데 ""러시아의 점령은 고문, 성폭력, 강제 실종, 정체성 부정, 자녀의 강제 입양, 필터링 캠프, 집단 무덤을 의미합니다.""라고 그녀는 X(전 트위터)에 밝혔다.

""우크라이나는 상처받았지만 정복당하지 않았습니다. 우크라이나는 지쳤지만 여전히 서 있고 인내합니다. 우크라이나에서는 아무도 항복을 생각하지 않습니다! 우리의 저항에 회의적인 모든 사람들에게 우리는 말합니다: 우크라이나에 오세요 그리고 보세요!""라고 키예프-갈리치아 대주교이자 전 루스 대주교인 스비아토슬라우 셰우추크는 교황의 말을 직접 언급하지 않으면서 이렇게 말했다. 러시아의 침략이 시작된 이후 교황은 우크라이나를 방문하지 않았다.","La sugerencia del papa Francisco de que Ucrania elija “el coraje de la bandera blanca” ha provocado duras críticas desde Ucrania. “Cuando ves que estás derrotado, que las cosas no van bien, debes tener el coraje de negociar”, dijo Francisco durante una entrevista, grabada hace un mes por la RSI de Suiza y que fue emitida en televisión este sábado. Desde la publicación de las palabras del Pontífice, se ha sucedido una oleada de reacciones de figuras públicas y ciudadanos de Ucrania que han descrito como una “inmoralidad” pedir a una víctima de agresión que “se rinda”, en lugar de instar al agresor, Rusia, a que detenga sus ataques. “Nuestra bandera es amarilla y azul. Esta es la bandera por la cual vivimos, morimos y prevalecemos. Nunca alzaremos ninguna otra bandera”, ha dicho el ministro de Relaciones Exteriores de Ucrania, Dmitro Kuleba, este domingo en un mensaje publicado en sus redes sociales.

No ha sido el único. Otras voces han remarcado que Ucrania se está defendiendo y que Rusia no ofrece más opciones que una rendición completa. “Rendición significa ocupación rusa, que no es más que otra forma de la guerra”, ha lamentado Oleksandra Matviichuk, directora del Centro para las Libertades Civiles, organismo galardonado con el Premio Nobel de la Paz en 2022 y que ha documentado los crímenes de guerra de Rusia en Ucrania. “Ocupación rusa significa tortura, violencia sexual, desaparición forzada, negación de tu identidad, adopción forzosa de tus propios hijos, campos de filtración y fosas comunes”, ha agregado Matviichuk en una publicación en X (antes Twitter).

“Ucrania está herida, pero no conquistada. Ucrania está exhausta, pero se mantiene en pie y persevera. En Ucrania, ¡nadie piensa en rendirse! Y a todos los que miran con escepticismo nuestra capacidad de resistencia, les decimos: ¡Vengan a Ucrania y vean!”, ha dicho Sviatoslav Shevchuk, arzobispo mayor de Kiev-Galitzia y de toda la Rus, sin hacer referencia directa a las palabras del Pontífice, que desde el inicio de la agresión rusa no ha visitado Ucrania.",
M-TE-WT-01-0093,93,"동거하던 여자친구를 흉기로 찔러 살해하고 그의 모친에게도 상해를 입힌 20대가 경찰에 붙잡혔습니다.
경기 화성서부경찰서는 오늘(25일) 살인 및 살인미수 혐의로 A 씨를 붙잡아 조사하고 있다고 밝혔습니다.
A 씨는 이날 오전 9시 40분쯤 화성시 봉담읍 소재 오피스텔에서 여자친구인 20대 여성 B 씨와 그의 모친 50대 C 씨를 흉기로 찌른 혐의를 받고 있습니다.
가슴 부위를 찔린 B 씨는 심정지 상태로 병원으로 이송됐으나 치료 중 사망했습니다.
A 씨가 휘두른 흉기에 좌우 옆구리를 크게 다친 C 씨는 현재 병원에서 치료받고 있습니다. C 씨는 의식이 있는 채로 병원에 옮겨졌으나 현재 위중한 상태입니다.
이 사건은 A 씨와 B 씨가 동거 중인 오피스텔에 C 씨가 찾아온 이후 발생했습니다.
이들 사이에 다툼이 일어났고, A 씨가 집 안에 있던 흉기를 들고 범행을 저질렀다는 게 지금까지의 경찰 조사 내용입니다.
C 씨의 신고를 받고 출동한 경찰은 해당 오피스텔 1층에서 A 씨를 현행범으로 체포했습니다.
체포 당시 A 씨는 경비실 부근을 서성대고 있었으며, 도주하거나 저항하지 않은 것으로 전해졌습니다.
범행 과정에서 손을 다쳐 병원 치료 중인 A 씨는 자신이 저지른 범죄의 충격으로 인해 경찰조사에 응하지 못하고 있는 것으로 알려졌습니다.
A 씨에 대한 조사가 이뤄지지 않은 데다가 피해자들이 죽거나 다쳐, 자세한 사건 경위는 향후 치료 경과와 수사 결과가 나와야 알 수 있을 것으로 보입니다.
경찰은 늦어도 내일(26일) 중 A 씨에 대한 구속영장을 신청할 계획입니다.","Un joven de 20 años ha sido arrestado por la policía después de apuñalar y asesinar a su novia con la que convivía y herir a la madre de esta.
La comisaría de policía del oeste de Hwaseong, en Gyeonggi, anunció hoy (el día 25) que está investigando al joven bajo sospecha de asesinato y homicidio frustrado.
Ese hombre está acusado de apuñalar a su novia, la joven de 20 años, y a su madre, la señora de 50 años, con un arma alrededor de las nueve y cuarenta de la mañana de hoy en un apartamento de oficinas en Bongdam-eup, Hwaseong.
La joven que fue apuñalada en el área del pecho, fue trasladada al hospital en estado de paro cardíaco, pero murió durante el tratamiento.
Su madre, que sufrió graves heridas en los costados izquierdo y derecho por el arma que empuñó el agresor, está actualmente recibiendo tratamiento en el hospital. Fue trasladada al hospital consciente, pero su estado es crítico.
Este incidente ocurrió después de que la madre visitara el apartamento donde el culpable y la víctima vivían juntos.
Se produjo una disputa entre ellos, y el agresor cometió el crimen con un arma que tenía en casa, según la investigación policial hasta el momento.
La policía arrestó al hombre en el primer piso del apartamento como un criminal en el acto, después de recibir una llamada de la madre de la víctima.
En el momento del arresto, se informó que estaba merodeando cerca de la sala de seguridad y no intentó huir ni resistirse.
El agresor, que se lesionó la mano durante el crimen y está recibiendo tratamiento hospitalario, no ha podido responder a la investigación policial debido al shock del crimen que cometió.
Dado que no se ha llevado a cabo una investigación sobre él y las víctimas han muerto o están heridas, los detalles exactos del incidente se conocerán después de los resultados del tratamiento y la investigación.
La policía planea solicitar una orden de arresto para el culpable a más tardar mañana.",
M-TE-WT-01-0094,94,"북한이 월요일에서 화요일로 넘어가는 밤에 두 발의 새로운 탄도미사일을 발사하였으며, 이는 월요일, 미국의 핵추진 잠수함이 제주도에 도착한 것에 대한 계산된 대응으로 해석될 수 있다. 평양 인근에서 발사된 미사일은 약 400킬로미터를 비행한 후 해상에 떨어져 피해를 주지 않았다고 한국과 일본의 언론이 보도했다.

김정은의 독재 통치 체제에 의한 이번 조치는 한반도를 분단한 한국전쟁(1950-53)이 끝난 지 70년이 되는 해를 맞이하며 지역 내에서 새로운 도전으로 해석되고 있다.

지난 주말에는 평양이 해안에서 순항미사일을 발사했으며, 7월 중순에는 대한민국의 윤석열 대통령과 일본의 기시다 후미오 총리가 리투아니아의 빌뉴스에서 열린 NATO 정상회담에 참석한 가운데 장거리 탄도미사일을 일본 쪽으로 발사하여 북한의 도발에 대한 경계가 한층 강화되기도 하였다. 그 전에 북한은 워싱턴이 스파이 비행기로 자국의 영공을 침해했다고 주장하며 한반도 근처에 핵 미사일 잠수함을 배치할 계획을 비난했다. ","Corea del Norte ha disparado en la noche del lunes al martes dos nuevos misiles balísticos en lo que puede interpretarse como una calculada respuesta a la llegada, el lunes, de un submarino estadounidense de propulsión nuclear a la isla surcoreana de Jeju. Los cohetes, lanzados desde las proximidades de Pyongyang, la capital del país, han recorrido cerca de 400 kilómetros antes de caer al mar sin causar daños, según han recogido las agencias de noticias de Corea del Sur y de Japón, los países vecinos.

El ejercicio, que supone un nuevo envite en la región por parte del régimen que gobierna con puño de hierro Kim Jong-un, llega mientras el país se prepara para celebrar los 70 años del final de la guerra de Corea (1950-53), que dividió la península.

Este pasado fin de semana, Pyongyang también disparó misiles de crucero desde sus costas y a mediados de julio elevó de nuevo el pulso con el lanzamiento de un misil balístico de largo alcance hacia Japón mientras el presidente surcoreano, Yoon Suk-yeol, y el primer ministro nipón, Fumio Kishida, se encontraban en la cumbre de la OTAN en Vilnius (Lituania), algo que levanta más que suspicacias en el vecino del norte. Poco antes, Corea del Norte había acusado a Washington de violar su espacio aéreo con supuestos aviones de espionaje y condenado sus planes de desplegar misiles nucleares submarinos cerca de la península coreana.",
M-TE-WT-01-0095,95,"[앵커]
봄철 불청객 황사가 유입되면서 전국적으로 공기 질이 매우 나빠지겠습니다.
일부 비가 오는 지역에서는 '황사 비'도 내립니다.
올봄 들어 가장 강력한 모래먼지는 주말까지도 영향을 주겠습니다.
김동혁 기자입니다.

[기자]

붉은색으로 표시된 고농도 미세먼지가 중국 북부에 광범위하게 퍼져 있습니다.
내몽골 고원에서 발원한 황사로 바람을 타고 국내로 유입되고 있습니다.
올봄 들어 가장 심한 황사가 전국으로 확산합니다.
중국발 흙먼지는 백령도에서 가장 먼저 관측됐습니다.
한 자릿수를 보이던 미세먼지 농도는 황사 관측과 함께 급격히 치솟더니, 단 3시간 만에 100배가 증가했습니다.
짙은 황사의 영향으로 중부와 경북의 미세먼지 농도는 '매우 나쁨' 단계가, 나머지 지역도 '나쁨' 수준이 예상됩니다.
특히, 약하게 내리는 봄비와 섞여 '황사 비'가 오는 곳도 있겠습니다.
공기 질은 주말까지도 나쁠 걸로 예상됩니다.
주말에 전국적으로 미세먼지 농도가 높겠고, 일요일에도 수도권과 영서, 충청 등 중부 지방의 공기가 탁할 전망입니다.

<박중환 기상청 예보분석관> ""고비사막과 내몽골 고원에서 발원한 황사는 28일과 29일 비와 섞여 내리겠고, 비가 그친 이후에도 30일까지 전국적으로 황사의 영향을 받겠습니다.""

기상청은 당분간 평소보다 먼지 농도가 높게 나타나는 만큼, 바깥 활동 시 보건용 마스크를 착용하는 등 호흡기 건강 관리에 유의해 줄 것을 당부했습니다.","[Presentador]

Con la llegada del polvo amarillo, un visitante no deseado de la primavera, la calidad del aire en todo el país empeorará significativamente.
En algunas áreas donde llueve, también caerá ""lluvia de polvo amarillo"".
Este polvo de arena, el más fuerte de esta primavera, afectará hasta el fin de semana.
Informe de Kim Dong-hyuk.

[Reportero]

El polvo fino de alta concentración, marcado en rojo, se extiende ampliamente en el norte de China.
El polvo amarillo originario de la meseta de Mongolia Interior está entrando al país llevado por el viento.
Este polvo amarillo, el más severo de esta primavera, se expandirá por todo el país.
El polvo proveniente de China se observó primero en Baengnyeongdo.
La concentración de partículas finas, que mostraba cifras de un solo dígito, se disparó repentinamente después de la observación del polvo amarillo, aumentando 100 veces en solo 3 horas.
Debido al intenso polvo amarillo, se espera que la concentración de partículas finas en el centro y norte de Gyeongbuk alcance niveles ""muy malos"", mientras que el resto de las áreas experimentarán niveles ""malos"".
En particular, en algunos lugares caerá ""lluvia de polvo amarillo"" mezclada con una ligera lluvia primaveral.
Se espera que la calidad del aire siga siendo mala hasta el fin de semana.
Se prevé una alta concentración de polvo fino en todo el país durante el fin de semana, y se espera que el aire esté turbio en la región central, incluida la capital y Chungcheong, incluso el domingo.

<Park Jung-hwan, Analista de Pronóstico de la Administración Meteorológica> ""El polvo amarillo originario del desierto de Gobi y la meseta de Mongolia Interior caerá mezclado con la lluvia el 28 y 29, y después de que pare la lluvia, el polvo amarillo afectará a todo el país hasta el 30"".

La Administración Meteorológica insta a la población a tener cuidado con la gestión de la salud respiratoria, como usar mascarillas sanitarias durante actividades al aire libre, ya que se espera que la concentración de polvo sea más alta de lo habitual por un tiempo.",
M-TE-WT-01-0096,96,"19세기부터 라틴 아메리카로의 이민으로 인해 히스패닉 인구는 현재 미국의 큰 비율을 차지한다. 그 결과, 스페인어와 영어 간의 코드 스위칭(code-switching)이 널리 사용되고 있다. 본 연구는 미국 남서부의 소셜 네트워크에서의 코드 스위칭을 연구하는 것을 목표로 한다. 소셜 네트워크에서의 대화는 일반적인 대화와 많이 다른 양상을 띈다. 특히 트위터는 다른 미디어와 달리 정제된 언어를 사용하며 비 자발적인 특징이 있다. 그러나 이전의 많은 연구가 자발적인 상황에서의 코드 스위칭만 다루었다. 따라서 본 연구는 덜 즉흥적이고 정제된 언어를 사용하는 트위터에서의 코드 스위칭을 분석하고자 한다. 본 연구는 트위터가 제공하는 “tweepy” API를 통한 크롤링 방법을 통해 미국 남서부에서 작성된 약 201,000개의 트윗을 수집했다. 그 후, 수집된 트윗 중 스페인어와 영어 간의 약 899개의 코드 스위칭을 분석했다. 분석 결과는 다음과 같다. 우선, 코드 스위칭은 문장 내 코드 스위칭과 문장 간 코드 스위칭으로 나뉜다. 문장 내 코드 스위칭의 경우 단순 교체가 가장 자주 발생했으며, 문장 간 코드 스위칭의 경우 문장 삽입 형태가 가장 자주 발생했다. 이는 코드 스위칭을 사용하는 발화자가 두 언어의 문법을 위반하려고 하지 않는 방식으로 무의식적으로 사용하기 때문이다. 미국에서 히스패닉 이민의 역사가 오래되었고, 세대가 지날수록 스페인어 사용이 감소하며, 미국의 정규 교육이 영어로 이루어진다는 사실을 고려할 때, 미국 남서부의 많은 히스패닉들은 영어와 스페인어를 모두 유창하고 완전하게 말할 수 없다. 따라서, 이중 언어 사용자들은 문법적 위반을 최소화할 수 있는 단어 삽입과 문장 삽입을 많이 사용하는 것으로 추정된다. 코드 스위칭을 사용하는 주된 이유는 세 가지가 있으며, 첫 번째는 친밀함의 상징이다. 멘션을 주고 받는 상대방이 주로 스페인어를 사용하는 것처럼 보이면, 발화자가 주로 영어를 사용하더라도 친밀함을 표현하기 위해 스페인어 코드 스위칭이 삽입되었다. 둘째, 감정 표현을 강조하기 위해 주의를 끌기 위한 목적으로 코드 스위칭이 삽입되었으며, 셋째, 미국에서 영어의 높은 언어적 지위로 인해 영어가 삽입되는 현상이 발생한다고 해석할 수 있다. ","Desde el siglo XIX, la inmigración a Latinoamérica ha hecho que la población hispana constituya ahora una gran proporción de Estados Unidos. Como resultado, se usa mucho el cambio de código entre el español y el inglés. Este estudio tiene como objetivo investigar el cambio de código en las redes sociales en el suroeste de Estados Unidos. La conversación en las redes sociales es muy diferente de las conversaciones ordinarias. Twitter, en particular, tiende a utilizar un lenguaje refinado y menos espontáneo, a diferencia de otros medios que son espontáneos. Sin embargo, muchos estudios solo han tratado el cambio de código en situaciones espontáneas. Este estudio intenta observar el cambio de código en Twitter utilizando un lenguaje menos espontáneo y más refinado. Este estudio recopiló aproximadamente 201,000 tweets escritos en el suroeste de Estados Unidos mediante un método de rastreo a través de la API ""tweepy"" adecuada para Twitter. Posteriormente, se analizaron aproximadamente 899 cambios de código entre el español y el inglés de los tweets recopilados. Y los resultados del análisis son los siguientes. En primer lugar, se dividió principalmente en cambio de código intrasentencial e intersentencial. En el caso del cambio de código intrasentencial, la sustitución simple ocurrió con mayor frecuencia, y en el caso del cambio de código intersentencial, ocurrió más a menudo en forma de inserción de oraciones. Esto se debe a que el hablante que utiliza el cambio de código lo usa inconscientemente de una manera que no intenta violar la gramática de ambos idiomas. Teniendo en cuenta que la inmigración hispana en Estados Unidos tiene una larga historia, y el uso del español disminuye con las generaciones, y el hecho de que la educación formal en Estados Unidos se lleva a cabo en inglés, muchos hispanos en el suroeste de Estados Unidos no pueden hablar inglés y español fluida y completamente. Por lo tanto, los hablantes bilingües parecen usar mucho el cambio de código por inserción de palabras y oraciones que pueden minimizar la violación gramatical. Hay tres razones principales para usar el cambio de código, y la primera es un símbolo de intimidad. Si la otra parte a quien se intercambian las menciones parece hablar principalmente español, incluso si el hablante utiliza principalmente inglés, se insertó el cambio de código al español para expresar intimidad. En segundo lugar, se insertó el cambio de código con el propósito de llamar la atención para enfatizar la expresión emocional, y en tercer lugar, puede interpretarse que ocurre el fenómeno de insertar gradualmente inglés debido al alto estatus lingüístico del inglés en Estados Unidos.",
M-TE-WT-01-0097,97,"2019년 급성 호흡기 증후군 코로나바이러스 2(COVID 19)는 심각한 감염률과 사망률을 동반한 글로벌 대유행으로 확대되었다. 이 바이러스의 전 세계적 영향이 2020년에 확대되었음에도 불구하고, 스페인어 자연어처리에서 이에 관한 수많은 연구에서 코로나바이러스나 감염병을 크게 다루지 않았으며 그에 대한 코퍼스 및 워드 임베딩에 대한 연구 역시 전무했다. 또한, 의료 분야에서 수행된 코퍼스 구축이나 단어 임베딩은 코로나바이러스나 감염병과 관련하여 성능이 좋지 못하다. 이러한 부족함을 보완하기 위해, 본 연구는 적절한 전처리를 통해 관련 코로나바이러스 코퍼스를 구축하기 위한 스페인어 데이터를 수집하고 단어 임베딩을 구축한다. 그 후, 코퍼스와 단어 임베딩의 성능은 기존 스페인어 코퍼스와의 단어 유사성 평가, 코사인 유사성 평가 및 시각화 평가를 통해 평가된다. ","La Enfermedad Infecciosa por Coronavirus-19 (en adelante Covid-19), que
comenzó a extenderse globalmente en diciembre de 2019, mostró una alta tasa de infección
y mortalidad, y tuvo un gran impacto en el mundo en 2020. Sin embargo, los estudios
existentes de procesamiento del lenguaje natural en español no han utilizado la
construcción de corpus o la incrustación de palabras para enfermedades infecciosas,
incluido el coronavirus. La construcción de corpus y la incrustación de palabras en el
campo biomédico no han mostrado un rendimiento eficaz en la ayuda para luchar contra las
enfermedades infecciosas, por lo tanto, este estudio recopila datos en español relacionados
con el coronavirus para proceder después a construir un corpus de coronavirus en español e
incrustar palabras a través de un preprocesamiento adecuado. Posteriormente, nos gustaría
presentar un corpus e incrustación de palabras adecuadas para coronavirus mediante la
comparación de la similitud del coseno y la evaluación de visualización con el corpus
español existente.",
M-TE-WT-01-0098,98,"본 연구는 멕시코 내의 갈등 양상을 파악하기 위해 빅데이터 속에서 혐오 표현을 추출하여 분석하였다. 멕시코의 정치, 경제, 사회 영역별로 일간지에서 키워드를 추 출하고, 트위터와 유튜브에서 해당 키워드를 중심으로 빅데이터를 구축하였으며 그
중 혐오 표현을 위주로 갈등의 양상을 분석하고자 하였다. 분석 결과, 멕시코 내의 갈등은 대다수 국민이 소수의 정치, 정부 관련 인사에게 보이는 혐오의 형태로 나타났다. 이를 통해 많은 멕시코인이 정부와 관련 기관을 혐오하고 있다는 것을 알 수 있으며, 이는 멕시코 내 전반적인 사회갈등이 일반 국민과 국가 및 관련 기관 간에 일어나고 있음을 보여준다. 또한, 사회 내 집단과 집단 간의 갈등 양상도 관찰되었다. 대표적으로 여성과 남성, 그리고 약물과 이민자 문제에 관한 미국인과의 갈등이 그 예이다.","Este estudio tuvo como objetivo comprender los aspectos de conflicto en México mediante la extracción y análisis de discursos de odio a partir de big data. Se extrajeron palabras clave de periódicos diarios en los dominios político, económico y social en México, y se construyó big data buscando con estas palabras clave en Twitter y YouTube. El análisis se centró en los discursos de odio para entender los patrones de conflicto. Los resultados mostraron que los conflictos en México se manifiestan principalmente en forma de odio hacia algunos políticos y funcionarios gubernamentales por la mayoría de la población. Esto indica que la mayoría de los mexicanos albergan odio hacia el gobierno y las instituciones relacionadas, revelando que el conflicto social en México ocurre entre el público general y el estado e instituciones relacionadas. Además, se observaron aspectos de conflicto entre grupos dentro de la sociedad, como conflictos entre mujeres y hombres y entre mexicanos con estadounidenses sobre las cuestiones de drogas e inmigrantes siendo un ejemplo principal.",
M-TE-WT-01-0099,99,"Torrero 선생님께

저는 고려대학교 서어서문학과 조교입니다. 선생님께 몇몇 정보를 요청드리고자 메일 드립니다.
강연료 지불을 위해, 다음과 같은 정보가 필요합니다. 

1) 이름, 성
2) 소속
3) 주소
4) 전화번호
5) 수취은행 SWIFT 혹은 IBAN 코드
6) 지급 받을 은행 계좌
7) 수취 은행 주소
8) 수취 은행 전화번호

아울러 여권 사본과 이력서 그리고 통장 사본이 필요합니다. 
강연료에 대한 지급은 한달 정도 걸릴 예정입니다. 문의사항이 있으시다면 언제든 메일 주시기 바랍니다. 

감사합니다.

황경진 드림","Estimado Sr. Torrero:

Soy asistenta del departamento de lingüística y literatura españolas de Universidad de Corea. Le escribo este correo para solicitarle alguna información.
Para pagar la tarifa, necesitamos la siguiente información:

1) Nombre y apellido
2) Afiliación
3) Dirección
4) Número de teléfono
5) Código SWIFT e IBAN del banco receptor
6) Cuenta bancaria para recibir el pago
7) Dirección del banco a pagar
8) Número de teléfono del banco a pagar

Además necesitamos la copia de pasaporte, su CV y la copia de su libre de bancaria. 
El pago de la tarifa de presentación tardará hasta un mes. Si tiene alguna pregunta, no dude en enviarnos correos electrónicos.

Atentamente, 

Kyungjin Hwang. 
",
